Subject,Course Score,Learning Score,quiz Score,Complexity,Learning Content
Artificial Intelligence and Machine Learning,36,20,11,beginner,video
Web Development,19,2,39,beginner,assignment
Software Engineering and Development,36,26,9,beginner,video
IT Project Management,2,38,40,beginner,quiz
Cloud Computing,13,30,1,beginner,video
IT Project Management,26,37,27,beginner,quiz
Devops and Systems Integration,31,1,20,beginner,assignment
Network and System Administration,18,17,35,beginner,assignment
IT Project Management,40,32,14,beginner,video
Artificial Intelligence and Machine Learning,36,18,15,beginner,video
CyberSecurity,16,24,4,beginner,video
IT Project Management,27,7,27,beginner,assignment
Software Engineering and Development,24,39,16,beginner,video
Software Engineering and Development,1,10,8,beginner,quiz
Network and System Administration,16,7,7,beginner,assignment
IT Project Management,36,36,25,beginner,video
Network and System Administration,40,2,6,beginner,assignment
Network and System Administration,33,21,24,beginner,assignment
IT Project Management,38,30,36,beginner,assignment
Data Science and Analytics,37,5,30,beginner,assignment
Software Engineering and Development,16,4,38,beginner,assignment
Devops and Systems Integration,9,22,6,beginner,video
Data Science and Analytics,11,26,1,beginner,video
Artificial Intelligence and Machine Learning,31,31,26,beginner,video
CyberSecurity,7,14,13,beginner,quiz
Devops and Systems Integration,23,37,15,beginner,video
IT Project Management,2,10,23,beginner,quiz
Database Management,24,12,18,beginner,assignment
IT Project Management,2,22,14,beginner,quiz
Cloud Computing,39,19,36,beginner,assignment
Web Development,21,24,23,beginner,quiz
Artificial Intelligence and Machine Learning,30,16,36,beginner,assignment
Cloud Computing,35,8,10,beginner,assignment
Network and System Administration,11,31,19,beginner,quiz
Web Development,33,19,38,beginner,assignment
Software Engineering and Development,33,5,2,beginner,video
Devops and Systems Integration,16,28,15,beginner,video
IT Project Management,20,16,35,beginner,assignment
Devops and Systems Integration,27,40,24,beginner,video
Artificial Intelligence and Machine Learning,14,13,26,beginner,assignment
CyberSecurity,5,31,26,beginner,quiz
Data Science and Analytics,4,22,6,beginner,quiz
Data Science and Analytics,6,33,18,beginner,quiz
CyberSecurity,2,11,19,beginner,quiz
Web Development,18,22,0,beginner,video
Database Management,36,21,9,beginner,video
Devops and Systems Integration,1,20,31,beginner,quiz
Database Management,38,29,32,beginner,assignment
Database Management,38,34,5,beginner,video
CyberSecurity,10,39,33,beginner,quiz
Cloud Computing,6,18,5,beginner,video
Database Management,24,12,30,beginner,assignment
Data Science and Analytics,21,20,14,beginner,video
Data Science and Analytics,31,33,20,beginner,video
Artificial Intelligence and Machine Learning,30,6,11,beginner,assignment
IT Project Management,30,37,16,beginner,video
Network and System Administration,24,1,21,beginner,assignment
Software Engineering and Development,19,33,39,beginner,quiz
Database Management,34,25,23,beginner,video
Devops and Systems Integration,2,22,37,beginner,quiz
IT Project Management,8,31,23,beginner,quiz
Devops and Systems Integration,30,37,8,beginner,video
Network and System Administration,40,2,7,beginner,assignment
Devops and Systems Integration,33,25,30,beginner,assignment
Software Engineering and Development,9,39,28,beginner,quiz
CyberSecurity,20,0,21,beginner,assignment
Cloud Computing,20,7,26,beginner,assignment
Web Development,5,37,14,beginner,quiz
Data Science and Analytics,4,13,7,beginner,quiz
IT Project Management,33,35,1,beginner,video
Database Management,5,37,36,beginner,quiz
Web Development,11,38,10,beginner,video
Cloud Computing,3,27,13,beginner,quiz
Cloud Computing,4,8,31,beginner,quiz
Devops and Systems Integration,40,32,13,beginner,video
Web Development,2,15,24,beginner,quiz
Software Engineering and Development,20,23,17,beginner,video
Artificial Intelligence and Machine Learning,9,39,31,beginner,quiz
Cloud Computing,10,37,1,beginner,video
Cloud Computing,34,10,15,beginner,assignment
Software Engineering and Development,23,30,8,beginner,video
IT Project Management,29,33,16,beginner,video
Devops and Systems Integration,38,12,31,beginner,assignment
Web Development,25,27,34,beginner,quiz
Software Engineering and Development,39,32,31,beginner,video
Data Science and Analytics,30,24,33,beginner,assignment
Artificial Intelligence and Machine Learning,35,2,33,beginner,assignment
CyberSecurity,31,13,29,beginner,assignment
Web Development,12,4,17,beginner,assignment
Database Management,7,9,40,beginner,quiz
CyberSecurity,12,24,32,beginner,quiz
Data Science and Analytics,28,25,27,beginner,assignment
Network and System Administration,1,14,0,beginner,video
Devops and Systems Integration,3,17,40,beginner,quiz
Devops and Systems Integration,36,8,16,beginner,assignment
Cloud Computing,3,16,4,beginner,quiz
Cloud Computing,19,2,11,beginner,assignment
Cloud Computing,20,9,37,beginner,assignment
Data Science and Analytics,33,31,31,beginner,assignment
Network and System Administration,27,28,0,beginner,video
Cloud Computing,2,3,26,beginner,quiz
Cloud Computing,34,19,9,beginner,video
Network and System Administration,7,26,14,beginner,quiz
CyberSecurity,19,38,13,beginner,video
IT Project Management,26,28,19,beginner,video
Cloud Computing,11,36,4,beginner,video
Database Management,16,11,0,beginner,video
Artificial Intelligence and Machine Learning,32,38,35,beginner,quiz
IT Project Management,2,21,3,beginner,quiz
Network and System Administration,13,17,5,beginner,video
Software Engineering and Development,10,18,21,beginner,quiz
Database Management,3,31,18,beginner,quiz
Artificial Intelligence and Machine Learning,6,7,26,beginner,quiz
Cloud Computing,2,25,31,beginner,quiz
Devops and Systems Integration,10,8,18,beginner,assignment
Cloud Computing,1,34,30,beginner,quiz
Software Engineering and Development,5,17,32,beginner,quiz
Software Engineering and Development,9,31,40,beginner,quiz
Artificial Intelligence and Machine Learning,36,35,32,beginner,video
Cloud Computing,18,6,15,beginner,assignment
IT Project Management,22,39,9,beginner,video
Web Development,13,24,9,beginner,video
Software Engineering and Development,6,1,38,beginner,assignment
Database Management,39,10,31,beginner,assignment
CyberSecurity,14,31,20,beginner,quiz
IT Project Management,35,19,9,beginner,video
Artificial Intelligence and Machine Learning,39,0,17,beginner,assignment
Cloud Computing,32,3,34,beginner,assignment
Software Engineering and Development,33,33,16,beginner,video
Database Management,8,16,19,beginner,quiz
IT Project Management,7,11,22,beginner,quiz
Database Management,28,19,26,beginner,assignment
Software Engineering and Development,23,0,39,beginner,assignment
CyberSecurity,23,38,14,beginner,video
Database Management,2,1,34,beginner,assignment
Network and System Administration,1,1,22,beginner,quiz
IT Project Management,23,11,11,beginner,assignment
Data Science and Analytics,20,34,32,beginner,quiz
Database Management,19,21,3,beginner,video
Artificial Intelligence and Machine Learning,32,26,39,beginner,assignment
CyberSecurity,18,36,11,beginner,video
Cloud Computing,40,32,18,beginner,video
CyberSecurity,6,18,1,beginner,video
Data Science and Analytics,39,11,40,beginner,assignment
Devops and Systems Integration,29,10,22,beginner,assignment
Artificial Intelligence and Machine Learning,5,4,29,beginner,assignment
Cloud Computing,25,33,15,beginner,video
Devops and Systems Integration,1,12,15,beginner,quiz
Data Science and Analytics,34,8,35,beginner,assignment
Software Engineering and Development,14,7,22,beginner,assignment
Data Science and Analytics,37,34,37,beginner,assignment
Software Engineering and Development,18,4,3,beginner,video
Database Management,13,31,33,beginner,quiz
Artificial Intelligence and Machine Learning,32,13,2,beginner,video
Artificial Intelligence and Machine Learning,20,34,11,beginner,video
Web Development,2,31,1,beginner,video
Cloud Computing,35,13,37,beginner,assignment
Cloud Computing,13,30,20,beginner,quiz
Cloud Computing,40,19,15,beginner,video
Web Development,4,20,30,beginner,quiz
Database Management,35,29,33,beginner,assignment
CyberSecurity,29,19,10,beginner,video
Database Management,18,23,2,beginner,video
Web Development,16,1,35,beginner,assignment
Data Science and Analytics,25,7,20,beginner,assignment
Database Management,7,6,18,beginner,assignment
Software Engineering and Development,31,5,10,beginner,assignment
Web Development,5,36,23,beginner,quiz
CyberSecurity,2,14,33,beginner,quiz
Web Development,16,37,21,beginner,quiz
IT Project Management,12,2,35,beginner,assignment
Web Development,28,39,0,beginner,video
IT Project Management,30,8,2,beginner,video
CyberSecurity,14,5,0,beginner,video
Artificial Intelligence and Machine Learning,36,6,36,beginner,assignment
Web Development,28,4,15,beginner,assignment
Cloud Computing,36,11,11,beginner,assignment
Software Engineering and Development,33,34,29,beginner,video
CyberSecurity,0,0,32,beginner,quiz
CyberSecurity,38,24,23,beginner,video
Cloud Computing,38,32,34,beginner,assignment
IT Project Management,19,35,17,beginner,video
Software Engineering and Development,40,18,4,beginner,video
IT Project Management,24,16,38,beginner,assignment
Artificial Intelligence and Machine Learning,40,5,8,beginner,assignment
Database Management,14,33,5,beginner,video
Web Development,32,20,7,beginner,video
Data Science and Analytics,39,33,11,beginner,video
Data Science and Analytics,15,33,29,beginner,quiz
Cloud Computing,5,5,13,beginner,quiz
Database Management,34,27,40,beginner,assignment
Devops and Systems Integration,3,39,34,beginner,quiz
Data Science and Analytics,35,38,13,beginner,video
CyberSecurity,23,11,11,beginner,assignment
Cloud Computing,29,28,22,beginner,video
Software Engineering and Development,27,24,29,beginner,assignment
Cloud Computing,32,26,12,beginner,video
Network and System Administration,20,14,37,beginner,assignment
Data Science and Analytics,23,7,30,beginner,assignment
Data Science and Analytics,3,3,0,beginner,video
Devops and Systems Integration,38,15,40,beginner,assignment
Cloud Computing,26,29,34,beginner,quiz
CyberSecurity,32,6,1,beginner,video
CyberSecurity,33,14,28,beginner,assignment
Artificial Intelligence and Machine Learning,32,34,0,beginner,video
Cloud Computing,2,15,39,beginner,quiz
IT Project Management,20,3,27,beginner,assignment
Database Management,11,37,12,beginner,quiz
Cloud Computing,18,31,34,beginner,quiz
Software Engineering and Development,18,27,40,beginner,quiz
Software Engineering and Development,8,23,5,beginner,video
Web Development,6,35,15,beginner,quiz
Software Engineering and Development,20,0,16,beginner,assignment
Artificial Intelligence and Machine Learning,24,15,21,beginner,assignment
Web Development,21,27,29,beginner,quiz
Data Science and Analytics,24,39,17,beginner,video
Data Science and Analytics,14,15,34,beginner,quiz
Artificial Intelligence and Machine Learning,36,27,1,beginner,video
Web Development,2,35,29,beginner,quiz
Cloud Computing,32,28,9,beginner,video
IT Project Management,8,31,34,beginner,quiz
Data Science and Analytics,25,7,2,beginner,video
Software Engineering and Development,32,36,6,beginner,video
Database Management,22,30,19,beginner,video
Software Engineering and Development,7,2,30,beginner,assignment
Devops and Systems Integration,1,12,39,beginner,quiz
IT Project Management,29,5,29,beginner,assignment
CyberSecurity,3,33,37,beginner,quiz
Artificial Intelligence and Machine Learning,12,27,20,beginner,quiz
Software Engineering and Development,22,7,36,beginner,assignment
Devops and Systems Integration,35,30,27,beginner,video
IT Project Management,35,2,4,beginner,assignment
Data Science and Analytics,32,26,27,beginner,assignment
Database Management,21,24,30,beginner,quiz
Web Development,2,19,6,beginner,quiz
Web Development,26,19,16,beginner,video
CyberSecurity,12,39,2,beginner,video
Artificial Intelligence and Machine Learning,10,3,39,beginner,assignment
Database Management,31,8,30,beginner,assignment
Web Development,34,6,11,beginner,assignment
Cloud Computing,13,34,12,beginner,video
CyberSecurity,12,17,18,beginner,quiz
CyberSecurity,3,26,7,beginner,quiz
Database Management,37,29,23,beginner,video
Devops and Systems Integration,13,8,20,beginner,assignment
Network and System Administration,0,12,13,beginner,quiz
Software Engineering and Development,33,8,8,beginner,assignment
Artificial Intelligence and Machine Learning,21,20,7,beginner,video
CyberSecurity,6,35,0,beginner,video
Software Engineering and Development,36,39,2,beginner,video
IT Project Management,13,12,17,beginner,assignment
Web Development,9,39,1,beginner,video
CyberSecurity,40,33,16,beginner,video
CyberSecurity,32,0,8,beginner,assignment
Software Engineering and Development,22,12,9,beginner,video
Devops and Systems Integration,28,28,40,beginner,quiz
Data Science and Analytics,29,16,35,beginner,assignment
Artificial Intelligence and Machine Learning,33,7,9,beginner,assignment
CyberSecurity,22,23,21,beginner,video
CyberSecurity,16,21,38,beginner,quiz
IT Project Management,1,19,19,beginner,quiz
Web Development,7,11,32,beginner,quiz
Cloud Computing,24,11,25,beginner,assignment
Software Engineering and Development,39,5,17,beginner,assignment
CyberSecurity,7,12,26,beginner,quiz
Software Engineering and Development,16,30,38,beginner,quiz
Devops and Systems Integration,13,14,32,beginner,quiz
Cloud Computing,16,22,21,beginner,quiz
Devops and Systems Integration,6,12,7,beginner,quiz
Cloud Computing,2,24,17,beginner,quiz
Artificial Intelligence and Machine Learning,26,36,37,beginner,quiz
Cloud Computing,19,8,15,beginner,assignment
