Subject,Course Score,Learning Score,Quiz Score,Complexity,Learning Content
Cloud Computing,36,34,0,Beginner,Video
Database Management,38,16,22,Beginner,Assignment
Artificial Intelligence and Machine Learning,25,9,6,Beginner,Video
Cloud Computing,34,11,1,Beginner,Video
Devops and Systems Integration,5,31,26,Beginner,Quiz
Software Engineering and Development,27,26,39,Beginner,Assignment
IT Project Management,6,8,3,Beginner,Video
Artificial Intelligence and Machine Learning,28,14,31,Beginner,Assignment
CyberSecurity,9,38,17,Beginner,Quiz
IT Project Management,38,7,1,Beginner,Video
Database Management,39,35,16,Beginner,Video
Cloud Computing,21,28,37,Beginner,Quiz
Cloud Computing,10,13,12,Beginner,Quiz
Network and System Administration,12,16,36,Beginner,Quiz
Data Science and Analytics,31,37,13,Beginner,Video
CyberSecurity,9,26,22,Beginner,Quiz
Software Engineering and Development,7,10,23,Beginner,Quiz
CyberSecurity,0,36,30,Beginner,Quiz
IT Project Management,7,11,34,Beginner,Quiz
Network and System Administration,10,12,30,Beginner,Quiz
Database Management,26,6,9,Beginner,Assignment
Web Development,20,32,10,Beginner,Video
Database Management,15,38,34,Beginner,Quiz
Data Science and Analytics,38,13,37,Beginner,Assignment
Data Science and Analytics,5,29,15,Beginner,Quiz
CyberSecurity,39,34,26,Beginner,Video
IT Project Management,33,11,38,Beginner,Assignment
Artificial Intelligence and Machine Learning,36,28,20,Beginner,Video
CyberSecurity,40,14,40,Beginner,Assignment
Data Science and Analytics,14,36,35,Beginner,Quiz
CyberSecurity,15,13,27,Beginner,Assignment
Database Management,1,26,5,Beginner,Quiz
Cloud Computing,21,29,21,Beginner,Quiz
Devops and Systems Integration,26,10,38,Beginner,Assignment
Network and System Administration,18,3,21,Beginner,Assignment
CyberSecurity,37,27,28,Beginner,Assignment
Artificial Intelligence and Machine Learning,34,33,16,Beginner,Video
Cloud Computing,32,4,12,Beginner,Assignment
Devops and Systems Integration,32,14,4,Beginner,Video
Web Development,20,9,20,Beginner,Assignment
Devops and Systems Integration,1,25,24,Beginner,Quiz
Data Science and Analytics,18,6,1,Beginner,Video
Web Development,29,29,15,Beginner,Video
CyberSecurity,24,28,40,Beginner,Quiz
Web Development,32,36,3,Beginner,Video
Data Science and Analytics,5,11,16,Beginner,Quiz
IT Project Management,22,22,20,Beginner,Video
IT Project Management,18,33,40,Beginner,Quiz
Network and System Administration,40,13,20,Beginner,Assignment
CyberSecurity,2,12,28,Beginner,Quiz
CyberSecurity,38,38,40,Beginner,Quiz
Web Development,8,32,3,Beginner,Video
Web Development,26,19,33,Beginner,Assignment
Artificial Intelligence and Machine Learning,36,20,11,Beginner,Video
Web Development,19,2,39,Beginner,Assignment
Software Engineering and Development,36,26,9,Beginner,Video
IT Project Management,2,38,40,Beginner,Quiz
Cloud Computing,13,30,1,Beginner,Video
IT Project Management,26,37,27,Beginner,Quiz
Devops and Systems Integration,31,1,20,Beginner,Assignment
Network and System Administration,18,17,35,Beginner,Assignment
IT Project Management,40,32,14,Beginner,Video
Artificial Intelligence and Machine Learning,36,18,15,Beginner,Video
CyberSecurity,16,24,4,Beginner,Video
IT Project Management,27,7,27,Beginner,Assignment
Software Engineering and Development,24,39,16,Beginner,Video
Software Engineering and Development,1,10,8,Beginner,Quiz
Network and System Administration,16,7,7,Beginner,Assignment
IT Project Management,36,36,25,Beginner,Video
Network and System Administration,40,2,6,Beginner,Assignment
Network and System Administration,33,21,24,Beginner,Assignment
IT Project Management,38,30,36,Beginner,Assignment
Data Science and Analytics,37,5,30,Beginner,Assignment
Software Engineering and Development,16,4,38,Beginner,Assignment
Devops and Systems Integration,9,22,6,Beginner,Video
Data Science and Analytics,11,26,1,Beginner,Video
Artificial Intelligence and Machine Learning,31,31,26,Beginner,Video
CyberSecurity,7,14,13,Beginner,Quiz
Devops and Systems Integration,23,37,15,Beginner,Video
IT Project Management,2,10,23,Beginner,Quiz
Database Management,24,12,18,Beginner,Assignment
IT Project Management,2,22,14,Beginner,Quiz
Cloud Computing,39,19,36,Beginner,Assignment
Web Development,21,24,23,Beginner,Quiz
Artificial Intelligence and Machine Learning,30,16,36,Beginner,Assignment
Cloud Computing,35,8,10,Beginner,Assignment
Network and System Administration,11,31,19,Beginner,Quiz
Web Development,33,19,38,Beginner,Assignment
Software Engineering and Development,33,5,2,Beginner,Video
Devops and Systems Integration,16,28,15,Beginner,Video
IT Project Management,20,16,35,Beginner,Assignment
Devops and Systems Integration,27,40,24,Beginner,Video
Artificial Intelligence and Machine Learning,14,13,26,Beginner,Assignment
CyberSecurity,5,31,26,Beginner,Quiz
Data Science and Analytics,4,22,6,Beginner,Quiz
Data Science and Analytics,6,33,18,Beginner,Quiz
CyberSecurity,2,11,19,Beginner,Quiz
Web Development,18,22,0,Beginner,Video
Database Management,36,21,9,Beginner,Video
Devops and Systems Integration,1,20,31,Beginner,Quiz
Database Management,38,29,32,Beginner,Assignment
Database Management,38,34,5,Beginner,Video
CyberSecurity,10,39,33,Beginner,Quiz
Cloud Computing,6,18,5,Beginner,Video
Database Management,24,12,30,Beginner,Assignment
Data Science and Analytics,21,20,14,Beginner,Video
Data Science and Analytics,31,33,20,Beginner,Video
Artificial Intelligence and Machine Learning,30,6,11,Beginner,Assignment
IT Project Management,30,37,16,Beginner,Video
Network and System Administration,24,1,21,Beginner,Assignment
Software Engineering and Development,19,33,39,Beginner,Quiz
Database Management,34,25,23,Beginner,Video
Devops and Systems Integration,2,22,37,Beginner,Quiz
IT Project Management,8,31,23,Beginner,Quiz
Devops and Systems Integration,30,37,8,Beginner,Video
Network and System Administration,40,2,7,Beginner,Assignment
Devops and Systems Integration,33,25,30,Beginner,Assignment
Software Engineering and Development,9,39,28,Beginner,Quiz
CyberSecurity,20,0,21,Beginner,Assignment
Cloud Computing,20,7,26,Beginner,Assignment
Web Development,5,37,14,Beginner,Quiz
Data Science and Analytics,4,13,7,Beginner,Quiz
IT Project Management,33,35,1,Beginner,Video
Database Management,5,37,36,Beginner,Quiz
Web Development,11,38,10,Beginner,Video
Cloud Computing,3,27,13,Beginner,Quiz
Cloud Computing,4,8,31,Beginner,Quiz
Devops and Systems Integration,40,32,13,Beginner,Video
Web Development,2,15,24,Beginner,Quiz
Software Engineering and Development,20,23,17,Beginner,Video
Artificial Intelligence and Machine Learning,9,39,31,Beginner,Quiz
Cloud Computing,10,37,1,Beginner,Video
Cloud Computing,34,10,15,Beginner,Assignment
Software Engineering and Development,23,30,8,Beginner,Video
IT Project Management,29,33,16,Beginner,Video
Devops and Systems Integration,38,12,31,Beginner,Assignment
Web Development,25,27,34,Beginner,Quiz
Software Engineering and Development,39,32,31,Beginner,Video
Data Science and Analytics,30,24,33,Beginner,Assignment
Artificial Intelligence and Machine Learning,35,2,33,Beginner,Assignment
CyberSecurity,31,13,29,Beginner,Assignment
Web Development,12,4,17,Beginner,Assignment
Database Management,7,9,40,Beginner,Quiz
CyberSecurity,12,24,32,Beginner,Quiz
Data Science and Analytics,28,25,27,Beginner,Assignment
Network and System Administration,1,14,0,Beginner,Video
Devops and Systems Integration,3,17,40,Beginner,Quiz
Devops and Systems Integration,36,8,16,Beginner,Assignment
Cloud Computing,3,16,4,Beginner,Quiz
Cloud Computing,19,2,11,Beginner,Assignment
Cloud Computing,20,9,37,Beginner,Assignment
Data Science and Analytics,33,31,31,Beginner,Assignment
Network and System Administration,27,28,0,Beginner,Video
Cloud Computing,2,3,26,Beginner,Quiz
Cloud Computing,34,19,9,Beginner,Video
Network and System Administration,7,26,14,Beginner,Quiz
CyberSecurity,19,38,13,Beginner,Video
IT Project Management,26,28,19,Beginner,Video
Cloud Computing,11,36,4,Beginner,Video
Database Management,16,11,0,Beginner,Video
Artificial Intelligence and Machine Learning,32,38,35,Beginner,Quiz
IT Project Management,2,21,3,Beginner,Quiz
Network and System Administration,13,17,5,Beginner,Video
Software Engineering and Development,10,18,21,Beginner,Quiz
Database Management,3,31,18,Beginner,Quiz
Artificial Intelligence and Machine Learning,6,7,26,Beginner,Quiz
Cloud Computing,2,25,31,Beginner,Quiz
Devops and Systems Integration,10,8,18,Beginner,Assignment
Cloud Computing,1,34,30,Beginner,Quiz
Software Engineering and Development,5,17,32,Beginner,Quiz
Software Engineering and Development,9,31,40,Beginner,Quiz
Artificial Intelligence and Machine Learning,36,35,32,Beginner,Video
Cloud Computing,18,6,15,Beginner,Assignment
IT Project Management,22,39,9,Beginner,Video
Web Development,13,24,9,Beginner,Video
Software Engineering and Development,6,1,38,Beginner,Assignment
Database Management,39,10,31,Beginner,Assignment
CyberSecurity,14,31,20,Beginner,Quiz
IT Project Management,35,19,9,Beginner,Video
Artificial Intelligence and Machine Learning,39,0,17,Beginner,Assignment
Cloud Computing,32,3,34,Beginner,Assignment
Software Engineering and Development,33,33,16,Beginner,Video
Database Management,8,16,19,Beginner,Quiz
IT Project Management,7,11,22,Beginner,Quiz
Database Management,28,19,26,Beginner,Assignment
Software Engineering and Development,23,0,39,Beginner,Assignment
CyberSecurity,23,38,14,Beginner,Video
Database Management,2,1,34,Beginner,Assignment
Network and System Administration,1,1,22,Beginner,Quiz
IT Project Management,23,11,11,Beginner,Assignment
Data Science and Analytics,20,34,32,Beginner,Quiz
Database Management,19,21,3,Beginner,Video
Artificial Intelligence and Machine Learning,32,26,39,Beginner,Assignment
CyberSecurity,18,36,11,Beginner,Video
Cloud Computing,40,32,18,Beginner,Video
CyberSecurity,6,18,1,Beginner,Video
Data Science and Analytics,39,11,40,Beginner,Assignment
Devops and Systems Integration,29,10,22,Beginner,Assignment
Artificial Intelligence and Machine Learning,5,4,29,Beginner,Assignment
Cloud Computing,25,33,15,Beginner,Video
Devops and Systems Integration,1,12,15,Beginner,Quiz
Data Science and Analytics,34,8,35,Beginner,Assignment
Software Engineering and Development,14,7,22,Beginner,Assignment
Data Science and Analytics,37,34,37,Beginner,Assignment
Software Engineering and Development,18,4,3,Beginner,Video
Database Management,13,31,33,Beginner,Quiz
Artificial Intelligence and Machine Learning,32,13,2,Beginner,Video
Artificial Intelligence and Machine Learning,20,34,11,Beginner,Video
Web Development,2,31,1,Beginner,Video
Cloud Computing,35,13,37,Beginner,Assignment
Cloud Computing,13,30,20,Beginner,Quiz
Cloud Computing,40,19,15,Beginner,Video
Web Development,4,20,30,Beginner,Quiz
Database Management,35,29,33,Beginner,Assignment
CyberSecurity,29,19,10,Beginner,Video
Database Management,18,23,2,Beginner,Video
Web Development,16,1,35,Beginner,Assignment
Data Science and Analytics,25,7,20,Beginner,Assignment
Database Management,7,6,18,Beginner,Assignment
Software Engineering and Development,31,5,10,Beginner,Assignment
Web Development,5,36,23,Beginner,Quiz
CyberSecurity,2,14,33,Beginner,Quiz
Web Development,16,37,21,Beginner,Quiz
IT Project Management,12,2,35,Beginner,Assignment
Web Development,28,39,0,Beginner,Video
IT Project Management,30,8,2,Beginner,Video
CyberSecurity,14,5,0,Beginner,Video
Artificial Intelligence and Machine Learning,36,6,36,Beginner,Assignment
Web Development,28,4,15,Beginner,Assignment
Cloud Computing,36,11,11,Beginner,Assignment
Software Engineering and Development,33,34,29,Beginner,Video
CyberSecurity,0,0,32,Beginner,Quiz
CyberSecurity,38,24,23,Beginner,Video
Cloud Computing,38,32,34,Beginner,Assignment
IT Project Management,19,35,17,Beginner,Video
Software Engineering and Development,40,18,4,Beginner,Video
IT Project Management,24,16,38,Beginner,Assignment
Artificial Intelligence and Machine Learning,40,5,8,Beginner,Assignment
Database Management,14,33,5,Beginner,Video
Web Development,32,20,7,Beginner,Video
Data Science and Analytics,39,33,11,Beginner,Video
Data Science and Analytics,15,33,29,Beginner,Quiz
Cloud Computing,5,5,13,Beginner,Quiz
Database Management,34,27,40,Beginner,Assignment
Devops and Systems Integration,3,39,34,Beginner,Quiz
Data Science and Analytics,35,38,13,Beginner,Video
CyberSecurity,23,11,11,Beginner,Assignment
Cloud Computing,29,28,22,Beginner,Video
Software Engineering and Development,27,24,29,Beginner,Assignment
Cloud Computing,32,26,12,Beginner,Video
Network and System Administration,20,14,37,Beginner,Assignment
Data Science and Analytics,23,7,30,Beginner,Assignment
Data Science and Analytics,3,3,0,Beginner,Video
Devops and Systems Integration,38,15,40,Beginner,Assignment
Cloud Computing,26,29,34,Beginner,Quiz
CyberSecurity,32,6,1,Beginner,Video
CyberSecurity,33,14,28,Beginner,Assignment
Artificial Intelligence and Machine Learning,32,34,0,Beginner,Video
Cloud Computing,2,15,39,Beginner,Quiz
IT Project Management,20,3,27,Beginner,Assignment
Database Management,11,37,12,Beginner,Quiz
Cloud Computing,18,31,34,Beginner,Quiz
Software Engineering and Development,18,27,40,Beginner,Quiz
Software Engineering and Development,8,23,5,Beginner,Video
Web Development,6,35,15,Beginner,Quiz
Software Engineering and Development,20,0,16,Beginner,Assignment
Artificial Intelligence and Machine Learning,24,15,21,Beginner,Assignment
Web Development,21,27,29,Beginner,Quiz
Data Science and Analytics,24,39,17,Beginner,Video
Data Science and Analytics,14,15,34,Beginner,Quiz
Artificial Intelligence and Machine Learning,36,27,1,Beginner,Video
Web Development,2,35,29,Beginner,Quiz
Cloud Computing,32,28,9,Beginner,Video
IT Project Management,8,31,34,Beginner,Quiz
Data Science and Analytics,25,7,2,Beginner,Video
Software Engineering and Development,32,36,6,Beginner,Video
Database Management,22,30,19,Beginner,Video
Software Engineering and Development,7,2,30,Beginner,Assignment
Devops and Systems Integration,1,12,39,Beginner,Quiz
IT Project Management,29,5,29,Beginner,Assignment
CyberSecurity,3,33,37,Beginner,Quiz
Artificial Intelligence and Machine Learning,12,27,20,Beginner,Quiz
Software Engineering and Development,22,7,36,Beginner,Assignment
Devops and Systems Integration,35,30,27,Beginner,Video
IT Project Management,35,2,4,Beginner,Assignment
Data Science and Analytics,32,26,27,Beginner,Assignment
Database Management,21,24,30,Beginner,Quiz
Web Development,2,19,6,Beginner,Quiz
Web Development,26,19,16,Beginner,Video
CyberSecurity,12,39,2,Beginner,Video
Artificial Intelligence and Machine Learning,10,3,39,Beginner,Assignment
Database Management,31,8,30,Beginner,Assignment
Web Development,34,6,11,Beginner,Assignment
Cloud Computing,13,34,12,Beginner,Video
CyberSecurity,12,17,18,Beginner,Quiz
CyberSecurity,3,26,7,Beginner,Quiz
Database Management,37,29,23,Beginner,Video
Devops and Systems Integration,13,8,20,Beginner,Assignment
Network and System Administration,0,12,13,Beginner,Quiz
Software Engineering and Development,33,8,8,Beginner,Assignment
Artificial Intelligence and Machine Learning,21,20,7,Beginner,Video
CyberSecurity,6,35,0,Beginner,Video
Software Engineering and Development,36,39,2,Beginner,Video
IT Project Management,13,12,17,Beginner,Assignment
Web Development,9,39,1,Beginner,Video
CyberSecurity,40,33,16,Beginner,Video
CyberSecurity,32,0,8,Beginner,Assignment
Software Engineering and Development,22,12,9,Beginner,Video
Devops and Systems Integration,28,28,40,Beginner,Quiz
Data Science and Analytics,29,16,35,Beginner,Assignment
Artificial Intelligence and Machine Learning,33,7,9,Beginner,Assignment
CyberSecurity,22,23,21,Beginner,Video
CyberSecurity,16,21,38,Beginner,Quiz
IT Project Management,1,19,19,Beginner,Quiz
Web Development,7,11,32,Beginner,Quiz
Cloud Computing,24,11,25,Beginner,Assignment
Software Engineering and Development,39,5,17,Beginner,Assignment
CyberSecurity,7,12,26,Beginner,Quiz
Software Engineering and Development,16,30,38,Beginner,Quiz
Devops and Systems Integration,13,14,32,Beginner,Quiz
Cloud Computing,16,22,21,Beginner,Quiz
Devops and Systems Integration,6,12,7,Beginner,Quiz
Cloud Computing,2,24,17,Beginner,Quiz
Artificial Intelligence and Machine Learning,26,36,37,Beginner,Quiz
Cloud Computing,19,8,15,Beginner,Assignment
